short_date,hour,lat,long,temp,rhum,rain,sol_rad
2016-08-04,22,52.857,-6.909,15.2,90,0,0
2016-08-04,23,52.857,-6.909,14.5,91,0,0
2016-08-05,0,52.857,-6.909,14.4,94,0,0
2016-08-05,1,52.857,-6.909,13.6,95,0,0
2016-08-05,2,52.857,-6.909,13.1,97,0,0
2016-08-05,3,52.857,-6.909,13.5,98,0,0
2016-08-05,4,52.857,-6.909,13.6,97,0,0.001
2016-08-05,5,52.857,-6.909,13.3,98,0,0.023
2016-08-05,6,52.857,-6.909,13.7,98,0,0.147
2016-08-05,7,52.857,-6.909,14.3,96,0,0.459
2016-08-05,8,52.857,-6.909,15.4,84,0,0.71
2016-08-05,9,52.857,-6.909,16,80,0,1.693
2016-08-05,10,52.857,-6.909,18,67,0,1.678
2016-08-05,11,52.857,-6.909,18.1,65,0,1.819
2016-08-05,12,52.857,-6.909,18.3,62,0,2.432
2016-08-05,13,52.857,-6.909,19.5,57,0,2.205
2016-08-05,14,52.857,-6.909,19.9,56,0,2.015
2016-08-05,15,52.857,-6.909,19.4,59,0,1.203
2016-08-05,16,52.857,-6.909,19.6,60,0,0.685
2016-08-05,17,52.857,-6.909,19.2,62,0,0.342
2016-08-05,18,52.857,-6.909,18.5,65,0,0.429
2016-08-05,19,52.857,-6.909,17.7,71,0,0.177
2016-08-05,20,52.857,-6.909,16.4,78,0,0.004
2016-08-05,21,52.857,-6.909,14.4,83,0,0
2016-08-05,22,52.857,-6.909,13.2,87,0,0
2016-08-05,23,52.857,-6.909,14,89,0,0
2016-08-06,0,52.857,-6.909,12.7,91,0,0
2016-08-06,1,52.857,-6.909,12.5,92,0,0
2016-08-06,2,52.857,-6.909,11.9,94,0,0
2016-08-06,3,52.857,-6.909,11.1,98,0,0
2016-08-06,4,52.857,-6.909,10.9,98,0,0.003
2016-08-06,5,52.857,-6.909,11.5,99,0,0.077
2016-08-06,6,52.857,-6.909,11.8,99,0,0.581
2016-08-06,7,52.857,-6.909,14.4,95,0,1.051
2016-08-06,8,52.857,-6.909,16.2,86,0,1.25
2016-08-06,9,52.857,-6.909,17.9,75,0,1.713
2016-08-06,10,52.857,-6.909,19.2,68,0,2.222
2016-08-06,11,52.857,-6.909,20.6,57,0,1.928
2016-08-06,12,52.857,-6.909,20.8,61,0,1.279
2016-08-06,13,52.857,-6.909,21.6,68,0,0.902
2016-08-06,14,52.857,-6.909,19.2,80,0,0.513
2016-08-06,15,52.857,-6.909,18.9,89,0,0.512
2016-08-06,16,52.857,-6.909,20.4,87,0,0.398
2016-08-06,17,52.857,-6.909,20.1,87,0,0.376
2016-08-06,18,52.857,-6.909,20.4,86,0,0.375
2016-08-06,19,52.857,-6.909,19.8,88,0,0.112
2016-08-06,20,52.857,-6.909,19,91,0,0.002
2016-08-06,21,52.857,-6.909,18.5,93,0,0
2016-08-06,22,52.857,-6.909,18.5,92,0,0
2016-08-06,23,52.857,-6.909,18,73,0,0
2016-08-07,0,52.857,-6.909,17,78,0,0
2016-08-07,1,52.857,-6.909,16.4,79,0,0
2016-08-07,2,52.857,-6.909,16,77,0,0
2016-08-07,3,52.857,-6.909,16,74,0,0
2016-08-07,4,52.857,-6.909,15.3,77,0,0.001
2016-08-07,5,52.857,-6.909,15.3,77,0,0.074
2016-08-07,6,52.857,-6.909,15.6,76,0,0.303
2016-08-07,7,52.857,-6.909,15.8,77,0,0.571
2016-08-07,8,52.857,-6.909,16.4,71,0,1.505
2016-08-07,9,52.857,-6.909,18.1,62,0,1.918
2016-08-07,10,52.857,-6.909,17.7,65,0,1.91
2016-08-07,11,52.857,-6.909,18.4,65,0,1.93
2016-08-07,12,52.857,-6.909,19.5,64,0,1.444
2016-08-07,13,52.857,-6.909,21.8,56,0,2.465
2016-08-07,14,52.857,-6.909,22.8,54,0,1.065
2016-08-07,15,52.857,-6.909,20.8,61,0,0.547
2016-08-07,16,52.857,-6.909,19.9,62,0,0.402
2016-08-07,17,52.857,-6.909,19.3,66,0,0.377
2016-08-07,18,52.857,-6.909,16.7,78,0,0.274
2016-08-07,19,52.857,-6.909,16.6,75,0,0.094
2016-08-07,20,52.857,-6.909,14.3,87,0.4,0.006
2016-08-07,21,52.857,-6.909,13,82,0,0
2016-08-07,22,52.857,-6.909,12.1,84,0,0
2016-08-07,23,52.857,-6.909,11.5,85,0,0
2016-08-08,0,52.857,-6.909,11.5,88,0,0
2016-08-08,1,52.857,-6.909,11.7,86,0,0
2016-08-08,2,52.857,-6.909,12.1,86,0,0
2016-08-08,3,52.857,-6.909,12.7,86,0,0
2016-08-08,4,52.857,-6.909,12,91,0,0.001
2016-08-08,5,52.857,-6.909,11.3,93,0,0.115
2016-08-08,6,52.857,-6.909,11.9,92,0.1,0.568
2016-08-08,7,52.857,-6.909,13.1,85,0,1.029
2016-08-08,8,52.857,-6.909,14.4,76,0,1.414
2016-08-08,9,52.857,-6.909,14.9,69,0,1.643
2016-08-08,10,52.857,-6.909,15.7,62,0,1.269
2016-08-08,11,52.857,-6.909,14.7,70,0,1.722
2016-08-08,12,52.857,-6.909,17,60,0,1.947
2016-08-08,13,52.857,-6.909,16.9,64,0,0.895
2016-08-08,14,52.857,-6.909,14.7,81,0.7,1.531
2016-08-08,15,52.857,-6.909,16,76,0.4,1.991
2016-08-08,16,52.857,-6.909,17.2,54,0,1.144
2016-08-08,17,52.857,-6.909,16.3,64,0,0.945
2016-08-08,18,52.857,-6.909,16.6,55,0,0.64
2016-08-08,19,52.857,-6.909,15.8,60,0,0.183
2016-08-08,20,52.857,-6.909,13.8,67,0,0.001
2016-08-08,21,52.857,-6.909,12.3,74,0,0
2016-08-08,22,52.857,-6.909,11.1,84,0,0
2016-08-08,23,52.857,-6.909,10.8,86,0,0
2016-08-09,0,52.857,-6.909,10.5,89,0,0
2016-08-09,1,52.857,-6.909,10,90,0,0
2016-08-09,2,52.857,-6.909,9.9,90,0,0
2016-08-09,3,52.857,-6.909,9.3,91,0,0
2016-08-09,4,52.857,-6.909,8.2,92,0,0
2016-08-09,5,52.857,-6.909,9.6,91,0,0.073
2016-08-09,6,52.857,-6.909,9.7,92,0,0.384
2016-08-09,7,52.857,-6.909,11.5,86,0,0.885
2016-08-09,8,52.857,-6.909,13,77,0,0.711
2016-08-09,9,52.857,-6.909,13.7,74,0,0.986
2016-08-09,10,52.857,-6.909,14.3,67,0,1.529
2016-08-09,11,52.857,-6.909,15.3,60,0,1.584
2016-08-09,12,52.857,-6.909,15.7,57,0,1.911
2016-08-09,13,52.857,-6.909,16.9,53,0,1.102
2016-08-09,14,52.857,-6.909,16.3,59,0,0.932
2016-08-09,15,52.857,-6.909,15.8,62,0,0.869
2016-08-09,16,52.857,-6.909,15.8,61,0,0.707
2016-08-09,17,52.857,-6.909,15.3,64,0,0.424
2016-08-09,18,52.857,-6.909,14.8,65,0,0.296
2016-08-09,19,52.857,-6.909,14.3,67,0,0.053
2016-08-09,20,52.857,-6.909,13.6,72,0,0
2016-08-09,21,52.857,-6.909,12.8,75,0,0
2016-08-09,22,52.857,-6.909,11.3,79,0,0
2016-08-09,23,52.857,-6.909,12,80,0,0
2016-08-10,0,52.857,-6.909,12,81,0,0
2016-08-10,1,52.857,-6.909,12.1,83,0,0
2016-08-10,2,52.857,-6.909,11.9,91,0,0
2016-08-10,3,52.857,-6.909,11.9,93,0,0
2016-08-10,4,52.857,-6.909,12.4,96,0,0
2016-08-10,5,52.857,-6.909,13,98,0.1,0.032
2016-08-10,6,52.857,-6.909,13.8,93,0,0.12
2016-08-10,7,52.857,-6.909,14.2,92,0,0.156
2016-08-10,8,52.857,-6.909,14.3,91,0,0.212
2016-08-10,9,52.857,-6.909,13.8,93,0,0.323
2016-08-10,10,52.857,-6.909,14.3,81,0.1,0.28
2016-08-10,11,52.857,-6.909,13.2,91,0,0.446
2016-08-10,12,52.857,-6.909,13.9,92,0.1,0.424
2016-08-10,13,52.857,-6.909,13.9,92,0.5,0.454
2016-08-10,14,52.857,-6.909,14.2,94,0.6,0.419
2016-08-10,15,52.857,-6.909,14.3,87,0,0.552
2016-08-10,16,52.857,-6.909,15.4,83,0,0.683
2016-08-10,17,52.857,-6.909,15.7,78,0,0.426
2016-08-10,18,52.857,-6.909,16.4,73,0,0.263
2016-08-10,19,52.857,-6.909,15.6,73,0,0.056
2016-08-10,20,52.857,-6.909,14.9,79,0,0
2016-08-10,21,52.857,-6.909,14.1,80,0,0
2016-08-10,22,52.857,-6.909,13.4,84,0,0
2016-08-10,23,52.857,-6.909,12.9,85,0,0
2016-08-11,0,52.857,-6.909,12.8,85,0,0
2016-08-11,1,52.857,-6.909,12.6,85,0,0
2016-08-11,2,52.857,-6.909,12.6,86,0,0
2016-08-11,3,52.857,-6.909,12.9,85,0,0
2016-08-11,4,52.857,-6.909,12.7,86,0,0
2016-08-11,5,52.857,-6.909,13,85,0,0.044
2016-08-11,6,52.857,-6.909,13.6,84,0,0.215
2016-08-11,7,52.857,-6.909,14.4,82,0,0.478
2016-08-11,8,52.857,-6.909,15.2,83,0,1.077
2016-08-11,9,52.857,-6.909,16.8,81,0,2.106
2016-08-11,10,52.857,-6.909,18.6,75,0,1.785
2016-08-11,11,52.857,-6.909,17.4,78,0,1.006
2016-08-11,12,52.857,-6.909,17.4,80,0,1.688
2016-08-11,13,52.857,-6.909,19.6,72,0,2.425
2016-08-11,14,52.857,-6.909,21.2,68,0,2.055
2016-08-11,15,52.857,-6.909,19.4,75,0,1.101
2016-08-11,16,52.857,-6.909,18.8,77,0,1.104
2016-08-11,17,52.857,-6.909,18.4,80,0,0.717
2016-08-11,18,52.857,-6.909,18.2,80,0,0.156
2016-08-11,19,52.857,-6.909,17.4,84,0,0.044
2016-08-11,20,52.857,-6.909,16.8,88,0,0
2016-08-11,21,52.857,-6.909,16.5,87,0,0
2016-08-11,22,52.857,-6.909,15.8,87,0,0
2016-08-11,23,52.857,-6.909,15.3,84,0,0
2016-08-12,0,52.857,-6.909,14.4,88,0,0
2016-08-12,1,52.857,-6.909,13.5,89,0,0
2016-08-12,2,52.857,-6.909,13.1,91,0,0
2016-08-12,3,52.857,-6.909,13.2,88,0,0
2016-08-12,4,52.857,-6.909,12.3,93,0,0
2016-08-12,5,52.857,-6.909,12.6,93,0,0.032
2016-08-12,6,52.857,-6.909,13.2,91,0,0.191
2016-08-12,7,52.857,-6.909,14,87,0,0.361
2016-08-12,8,52.857,-6.909,14.8,84,0,0.654
2016-08-12,9,52.857,-6.909,16.3,80,0,0.986
2016-08-12,10,52.857,-6.909,17.2,74,0,1.099
2016-08-12,11,52.857,-6.909,18.4,70,0,1.83
2016-08-12,12,52.857,-6.909,20,64,0,1.293
2016-08-12,13,52.857,-6.909,19.6,65,0,1.212
2016-08-12,14,52.857,-6.909,20.5,60,0,1.347
2016-08-12,15,52.857,-6.909,20.5,60,0,0.782
2016-08-12,16,52.857,-6.909,20.2,61,0,0.358
2016-08-12,17,52.857,-6.909,19,68,0,0.118
2016-08-12,18,52.857,-6.909,17,82,0.4,0.069
2016-08-12,19,52.857,-6.909,17.1,81,0,0.116
2016-08-12,20,52.857,-6.909,16.9,84,0,0.007
2016-08-12,21,52.857,-6.909,16.8,84,0,0
2016-08-12,22,52.857,-6.909,16.8,85,0,0
2016-08-12,23,52.857,-6.909,16.3,92,0,0
2016-08-13,0,52.857,-6.909,16,96,0.1,0
2016-08-13,1,52.857,-6.909,14.8,92,0.3,0
2016-08-13,2,52.857,-6.909,13.7,92,0,0
2016-08-13,3,52.857,-6.909,13.9,89,0,0
2016-08-13,4,52.857,-6.909,13.1,95,0.1,0
2016-08-13,5,52.857,-6.909,13.5,91,0,0.069
2016-08-13,6,52.857,-6.909,13.1,94,0,0.373
2016-08-13,7,52.857,-6.909,13.9,90,0,0.855
2016-08-13,8,52.857,-6.909,15.1,85,0,1.35
2016-08-13,9,52.857,-6.909,16.2,76,0,1.434
2016-08-13,10,52.857,-6.909,16.9,72,0,1.085
2016-08-13,11,52.857,-6.909,16.9,76,0,0.953
2016-08-13,12,52.857,-6.909,16.5,75,0,1.266
2016-08-13,13,52.857,-6.909,17.7,71,0,1.034
2016-08-13,14,52.857,-6.909,18.6,67,0,1.285
2016-08-13,15,52.857,-6.909,18.7,67,0,1.123
2016-08-13,16,52.857,-6.909,18.5,61,0,0.804
2016-08-13,17,52.857,-6.909,17.9,64,0,0.367
2016-08-13,18,52.857,-6.909,17.1,67,0,0.174
2016-08-13,19,52.857,-6.909,16.7,70,0,0.034
2016-08-13,20,52.857,-6.909,15.5,81,0,0
2016-08-13,21,52.857,-6.909,15.2,80,0,0
2016-08-13,22,52.857,-6.909,14.5,82,0,0
2016-08-13,23,52.857,-6.909,14.6,82,0,0
2016-08-14,0,52.857,-6.909,14.3,84,0,0
2016-08-14,1,52.857,-6.909,14.2,86,0,0
2016-08-14,2,52.857,-6.909,14,87,0,0
2016-08-14,3,52.857,-6.909,13.7,88,0,0
2016-08-14,4,52.857,-6.909,13.6,89,0,0
2016-08-14,5,52.857,-6.909,13.5,89,0,0.022
2016-08-14,6,52.857,-6.909,13.5,90,0,0.093
2016-08-14,7,52.857,-6.909,13.7,91,0,0.278
2016-08-14,8,52.857,-6.909,14.4,86,0,0.526
2016-08-14,9,52.857,-6.909,15,84,0,0.735
2016-08-14,10,52.857,-6.909,15.7,77,0,0.456
2016-08-14,11,52.857,-6.909,15.6,75,0,0.526
2016-08-14,12,52.857,-6.909,16.3,76,0,0.72
2016-08-14,13,52.857,-6.909,16.8,72,0,0.847
2016-08-14,14,52.857,-6.909,17,72,0,0.725
2016-08-14,15,52.857,-6.909,17.1,69,0,0.424
2016-08-14,16,52.857,-6.909,17.1,70,0,0.473
2016-08-14,17,52.857,-6.909,17.1,69,0,0.315
2016-08-14,18,52.857,-6.909,16.9,70,0,0.098
2016-08-14,19,52.857,-6.909,16.5,73,0,0.011
2016-08-14,20,52.857,-6.909,15.6,77,0,0
2016-08-14,21,52.857,-6.909,15.3,77,0,0
2016-08-14,22,52.857,-6.909,15,77,0,0
2016-08-14,23,52.857,-6.909,14.8,76,0,0
2016-08-15,0,52.857,-6.909,12.9,82,0,0
2016-08-15,1,52.857,-6.909,11.3,91,0,0
2016-08-15,2,52.857,-6.909,10.3,97,0,0
2016-08-15,3,52.857,-6.909,10.6,99,0,0
2016-08-15,4,52.857,-6.909,10,99,0,0
2016-08-15,5,52.857,-6.909,9.6,100,0.1,0.058
2016-08-15,6,52.857,-6.909,8.5,99,0,0.424
2016-08-15,7,52.857,-6.909,11.4,100,0,1.003
2016-08-15,8,52.857,-6.909,15.1,90,0,1.553
2016-08-15,9,52.857,-6.909,17.4,79,0,1.61
2016-08-15,10,52.857,-6.909,18.3,74,0,1.777
2016-08-15,11,52.857,-6.909,19.5,69,0,1.975
2016-08-15,12,52.857,-6.909,21.3,60,0,2.294
2016-08-15,13,52.857,-6.909,22.4,55,0,2.678
2016-08-15,14,52.857,-6.909,22.7,53,0,2.431
2016-08-15,15,52.857,-6.909,22.8,52,0,2.06
2016-08-15,16,52.857,-6.909,23,51,0,1.47
2016-08-15,17,52.857,-6.909,21.7,51,0,1.059
2016-08-15,18,52.857,-6.909,20.7,55,0,0.517
2016-08-15,19,52.857,-6.909,19.3,62,0,0.101
2016-08-15,20,52.857,-6.909,16.8,71,0,0
2016-08-15,21,52.857,-6.909,14.9,79,0,0
2016-08-15,22,52.857,-6.909,15,84,0,0
2016-08-15,23,52.857,-6.909,14.1,87,0,0
2016-08-16,0,52.857,-6.909,13.1,92,0,0
2016-08-16,1,52.857,-6.909,13.3,91,0,0
2016-08-16,2,52.857,-6.909,12.6,95,0,0
2016-08-16,3,52.857,-6.909,12.7,95,0,0
2016-08-16,4,52.857,-6.909,11.6,95,0,0
2016-08-16,5,52.857,-6.909,12.9,98,0,0.067
2016-08-16,6,52.857,-6.909,14.2,97,0,0.467
2016-08-16,7,52.857,-6.909,15.4,92,0,0.969
2016-08-16,8,52.857,-6.909,16.6,88,0,1.473
2016-08-16,9,52.857,-6.909,18.6,78,0,1.969
2016-08-16,10,52.857,-6.909,19.5,72,0,2.404
2016-08-16,11,52.857,-6.909,20,67,0,2.802
2016-08-16,12,52.857,-6.909,21.5,61,0,2.783
2016-08-16,13,52.857,-6.909,22.4,56,0,2.689
2016-08-16,14,52.857,-6.909,22.9,53,0,1.736
2016-08-16,15,52.857,-6.909,22.3,56,0,1.895
2016-08-16,16,52.857,-6.909,23.1,53,0,1.521
2016-08-16,17,52.857,-6.909,22.3,59,0,0.661
2016-08-16,18,52.857,-6.909,20.7,67,0,0.198
2016-08-16,19,52.857,-6.909,20.1,70,0,0.051
2016-08-16,20,52.857,-6.909,19.1,73,0,0
2016-08-16,21,52.857,-6.909,17.7,79,0,0
2016-08-16,22,52.857,-6.909,16.9,82,0,0
2016-08-16,23,52.857,-6.909,17,80,0,0
2016-08-17,0,52.857,-6.909,17.5,78,0,0
2016-08-17,1,52.857,-6.909,17,80,0,0
2016-08-17,2,52.857,-6.909,16.6,80,0,0
2016-08-17,3,52.857,-6.909,15.9,82,0,0
2016-08-17,4,52.857,-6.909,15.8,83,0,0
2016-08-17,5,52.857,-6.909,15.6,87,0,0.004
2016-08-17,6,52.857,-6.909,15.6,88,0.4,0.048
2016-08-17,7,52.857,-6.909,15.4,89,0.1,0.2
2016-08-17,8,52.857,-6.909,16.1,88,0,0.331
2016-08-17,9,52.857,-6.909,16.3,87,0,0.538
2016-08-17,10,52.857,-6.909,16.8,82,0,0.46
2016-08-17,11,52.857,-6.909,17.3,77,0,0.634
2016-08-17,12,52.857,-6.909,18.1,74,0,0.792
2016-08-17,13,52.857,-6.909,18.4,69,0,0.543
2016-08-17,14,52.857,-6.909,18.7,68,0,0.292
2016-08-17,15,52.857,-6.909,16,88,0.3,0.501
2016-08-17,16,52.857,-6.909,16.3,91,0.4,0.667
2016-08-17,17,52.857,-6.909,16.7,85,0,0.457
2016-08-17,18,52.857,-6.909,16.3,89,0.4,0.124
2016-08-17,19,52.857,-6.909,15.4,90,0,0.015
2016-08-17,20,52.857,-6.909,15.1,91,0,0
2016-08-17,21,52.857,-6.909,14.9,90,0,0
2016-08-17,22,52.857,-6.909,14.2,94,0,0
2016-08-17,23,52.857,-6.909,14.1,96,0,0
2016-08-18,0,52.857,-6.909,14.2,96,0,0
2016-08-18,1,52.857,-6.909,14.2,96,0,0
2016-08-18,2,52.857,-6.909,14.2,96,0,0
2016-08-18,3,52.857,-6.909,14.2,97,0,0
2016-08-18,4,52.857,-6.909,14,98,0,0
2016-08-18,5,52.857,-6.909,14.1,97,0,0.013
2016-08-18,6,52.857,-6.909,14.1,97,0,0.22
2016-08-18,7,52.857,-6.909,14.9,94,0,0.96
2016-08-18,8,52.857,-6.909,16,87,0,0.918
2016-08-18,9,52.857,-6.909,17.2,83,0,1.192
2016-08-18,10,52.857,-6.909,18.3,78,0,0.907
2016-08-18,11,52.857,-6.909,18.7,72,0.1,0.853
2016-08-18,12,52.857,-6.909,19.5,68,0,1.383
2016-08-18,13,52.857,-6.909,20,67,0,0.57
2016-08-18,14,52.857,-6.909,19.5,70,0,0.563
2016-08-18,15,52.857,-6.909,19.5,70,0,0.57
2016-08-18,16,52.857,-6.909,19.7,71,0,0.236
2016-08-18,17,52.857,-6.909,19,74,0,0.11
2016-08-18,18,52.857,-6.909,17.8,83,0,0.07
2016-08-18,19,52.857,-6.909,17,83,0,0.022
2016-08-18,20,52.857,-6.909,16.3,87,0,0
2016-08-18,21,52.857,-6.909,16.1,87,0,0
2016-08-18,22,52.857,-6.909,15.8,88,0,0
2016-08-18,23,52.857,-6.909,15.3,95,0,0
2016-08-19,0,52.857,-6.909,15.1,92,0,0
2016-08-19,1,52.857,-6.909,15.1,92,0.1,0
2016-08-19,2,52.857,-6.909,14.5,90,0.5,0
2016-08-19,3,52.857,-6.909,13.7,90,0.9,0
2016-08-19,4,52.857,-6.909,13.2,95,2.7,0
2016-08-19,5,52.857,-6.909,13.6,94,0.5,0.005
2016-08-19,6,52.857,-6.909,13.4,93,1.1,0.095
2016-08-19,7,52.857,-6.909,13.9,95,0.2,0.084
2016-08-19,8,52.857,-6.909,14.6,95,2.1,0.334
2016-08-19,9,52.857,-6.909,15.2,95,0.2,0.945
2016-08-19,10,52.857,-6.909,18,84,0,1.547
2016-08-19,11,52.857,-6.909,19.2,74,0,1.012
2016-08-19,12,52.857,-6.909,16.2,91,0.4,1.296
2016-08-19,13,52.857,-6.909,18.2,76,0.1,1.8
2016-08-19,14,52.857,-6.909,19.5,72,0.5,1.329
2016-08-19,15,52.857,-6.909,17.3,84,0.1,1.456
2016-08-19,16,52.857,-6.909,17.6,78,0,0.545
2016-08-19,17,52.857,-6.909,16.3,86,0,0.186
2016-08-19,18,52.857,-6.909,15.8,88,0,0.116
2016-08-19,19,52.857,-6.909,15.3,90,0,0.041
2016-08-19,20,52.857,-6.909,15.2,91,0,0
2016-08-19,21,52.857,-6.909,15.1,92,0.2,0
2016-08-19,22,52.857,-6.909,15.1,89,0,0
2016-08-19,23,52.857,-6.909,14.8,92,0.2,0
2016-08-20,0,52.857,-6.909,14.8,88,0,0
2016-08-20,1,52.857,-6.909,14.9,89,0,0
2016-08-20,2,52.857,-6.909,14.5,94,1.2,0
2016-08-20,3,52.857,-6.909,14.7,92,0.6,0
2016-08-20,4,52.857,-6.909,14.9,89,0,0
2016-08-20,5,52.857,-6.909,14.6,92,0.1,0.005
2016-08-20,6,52.857,-6.909,14.6,92,1.8,0.039
2016-08-20,7,52.857,-6.909,14.7,94,2.4,0.209
2016-08-20,8,52.857,-6.909,15.5,91,1.9,0.568
2016-08-20,9,52.857,-6.909,15.6,90,0.4,0.449
2016-08-20,10,52.857,-6.909,16.2,89,0.9,0.551
2016-08-20,11,52.857,-6.909,16.2,88,2,1.375
2016-08-20,12,52.857,-6.909,17,81,0.2,1.107
2016-08-20,13,52.857,-6.909,17.7,78,0,1.303
2016-08-20,14,52.857,-6.909,17.9,76,0,1.006
2016-08-20,15,52.857,-6.909,16.9,83,0,1.483
2016-08-20,16,52.857,-6.909,18.4,72,0,1.689
2016-08-20,17,52.857,-6.909,18.4,72,0,0.847
2016-08-20,18,52.857,-6.909,16.7,75,0,0.298
2016-08-20,19,52.857,-6.909,15.8,83,0,0.043
2016-08-20,20,52.857,-6.909,15.1,92,0.1,0
2016-08-20,21,52.857,-6.909,14.9,93,0.2,0
2016-08-20,22,52.857,-6.909,14.6,92,0,0
2016-08-20,23,52.857,-6.909,14.4,92,0.2,0
2016-08-21,0,52.857,-6.909,14.2,94,0.2,0
2016-08-21,1,52.857,-6.909,14,94,0.6,0
2016-08-21,2,52.857,-6.909,14.1,93,0.2,0
2016-08-21,3,52.857,-6.909,13.7,93,0,0
2016-08-21,4,52.857,-6.909,13.6,93,0,0
2016-08-21,5,52.857,-6.909,13.7,90,0,0.018
2016-08-21,6,52.857,-6.909,13.4,86,0,0.329
2016-08-21,7,52.857,-6.909,13.7,83,0,0.634
2016-08-21,8,52.857,-6.909,14.1,80,0,1.267
2016-08-21,9,52.857,-6.909,15.6,74,0,0.753
2016-08-21,10,52.857,-6.909,14.8,87,0.3,0.629
2016-08-21,11,52.857,-6.909,14,94,0.9,0.952
2016-08-21,12,52.857,-6.909,15.5,90,0,1.111
2016-08-21,13,52.857,-6.909,16.9,91,0,0.781
2016-08-21,14,52.857,-6.909,16.9,92,0.1,0.224
2016-08-21,15,52.857,-6.909,16.9,94,0.2,0.274
2016-08-21,16,52.857,-6.909,17.7,96,0,0.141
2016-08-21,17,52.857,-6.909,18.1,94,0,0.043
2016-08-21,18,52.857,-6.909,18.4,92,0.3,0.034
2016-08-21,19,52.857,-6.909,18.1,92,0.2,0.005
2016-08-21,20,52.857,-6.909,18.1,93,0,0
2016-08-21,21,52.857,-6.909,18.2,93,0,0
2016-08-21,22,52.857,-6.909,18.2,92,0,0
2016-08-21,23,52.857,-6.909,18,92,0,0
2016-08-22,0,52.857,-6.909,17.8,94,0,0
2016-08-22,1,52.857,-6.909,17.6,94,0,0
2016-08-22,2,52.857,-6.909,17.5,94,0,0
2016-08-22,3,52.857,-6.909,17.2,94,0,0
2016-08-22,4,52.857,-6.909,17.1,94,0,0
2016-08-22,5,52.857,-6.909,16.8,96,0,0.003
2016-08-22,6,52.857,-6.909,16.7,97,1.7,0.053
2016-08-22,7,52.857,-6.909,16.9,97,0.7,0.16
2016-08-22,8,52.857,-6.909,17.4,98,0.8,0.47
2016-08-22,9,52.857,-6.909,18.2,87,0,2.093
2016-08-22,10,52.857,-6.909,19.2,80,0,1.552
2016-08-22,11,52.857,-6.909,19.4,72,0,1.824
2016-08-22,12,52.857,-6.909,20.1,67,0,2.103
2016-08-22,13,52.857,-6.909,19.8,66,0,1.929
2016-08-22,14,52.857,-6.909,20.3,66,0,2.036
2016-08-22,15,52.857,-6.909,21.6,62,0,1.6
2016-08-22,16,52.857,-6.909,21.1,59,0,1.693
2016-08-22,17,52.857,-6.909,21.2,57,0,1.053
2016-08-22,18,52.857,-6.909,20.8,59,0,0.326
2016-08-22,19,52.857,-6.909,18,75,0,0.018
2016-08-22,20,52.857,-6.909,16.7,78,0,0
2016-08-22,21,52.857,-6.909,16.7,79,0,0
2016-08-22,22,52.857,-6.909,16.3,82,0,0
2016-08-22,23,52.857,-6.909,16.3,81,0,0
2016-08-23,0,52.857,-6.909,15.3,93,1.6,0
2016-08-23,1,52.857,-6.909,14.8,93,0.8,0
2016-08-23,2,52.857,-6.909,14.2,95,0.6,0
2016-08-23,3,52.857,-6.909,13.9,98,0,0
2016-08-23,4,52.857,-6.909,14.7,96,0,0
2016-08-23,5,52.857,-6.909,14.7,95,0,0.006
2016-08-23,6,52.857,-6.909,14.5,98,1.1,0.076
2016-08-23,7,52.857,-6.909,14.6,97,0.3,0.235
2016-08-23,8,52.857,-6.909,14.8,96,1,0.335
2016-08-23,9,52.857,-6.909,15.3,97,0.5,0.328
2016-08-23,10,52.857,-6.909,14.2,97,0.1,0.469
2016-08-23,11,52.857,-6.909,14.9,95,0,0.973
2016-08-23,12,52.857,-6.909,16.4,89,0.1,0.791
2016-08-23,13,52.857,-6.909,17.2,86,0,1.056
2016-08-23,14,52.857,-6.909,18.1,76,0,0.549
2016-08-23,15,52.857,-6.909,17.3,85,0,0.189
2016-08-23,16,52.857,-6.909,16.4,87,0,0.224
2016-08-23,17,52.857,-6.909,16.2,89,0,0.09
2016-08-23,18,52.857,-6.909,14.9,92,0,0.067
2016-08-23,19,52.857,-6.909,15.2,91,0,0.007
2016-08-23,20,52.857,-6.909,15,93,0,0
2016-08-23,21,52.857,-6.909,14.8,93,0,0
2016-08-23,22,52.857,-6.909,14.2,92,0,0
2016-08-23,23,52.857,-6.909,13.8,93,0,0
2016-08-24,0,52.857,-6.909,13.6,93,0,0
2016-08-24,1,52.857,-6.909,12.6,96,0,0
2016-08-24,2,52.857,-6.909,11.5,98,0,0
2016-08-24,3,52.857,-6.909,10.9,99,0,0
2016-08-24,4,52.857,-6.909,10.1,98,0,0
2016-08-24,5,52.857,-6.909,10.2,98,0,0.048
2016-08-24,6,52.857,-6.909,10.4,97,0.1,0.478
2016-08-24,7,52.857,-6.909,12.4,94,0,1.049
2016-08-24,8,52.857,-6.909,14.3,84,0,1.325
2016-08-24,9,52.857,-6.909,16.2,75,0,1.696
2016-08-24,10,52.857,-6.909,16.9,70,0,2.169
2016-08-24,11,52.857,-6.909,17.8,64,0,2.444
2016-08-24,12,52.857,-6.909,19,61,0,2.774
2016-08-24,13,52.857,-6.909,19.6,53,0,2.294
2016-08-24,14,52.857,-6.909,19.8,53,0,1.753
2016-08-24,15,52.857,-6.909,21.1,47,0,2.168
2016-08-24,16,52.857,-6.909,20.8,49,0,0.857
